Date,Package,Title
4/21/17,simMP,Simulate Somatic Mutations in Cancer Genomes from Mutational Processes
4/21/17,sinaplot,An Enhanced Chart for Simple and Truthful Representation of Single Observations over Multiple Classes
4/20/17,validann,Validation Tools for Artificial Neural Networks
4/19/17,paleomorph,Geometric Morphometric Tools for Paleobiology
4/19/17,PCADSC,Tools for Principal Component Analysis-Based Data Structure Comparisons
4/19/17,rAltmetric,Retrieves Altmerics Data for Any Published Paper from 'Altmetric.com'
4/19/17,yarrr,"A Companion to the e-Book ""YaRrr!: The Pirate's Guide to R"""
4/18/17,acnr,Annotated Copy-Number Regions
4/18/17,longCatEDA,Package for Plotting Categorical Longitudinal and Time-Series Data
4/18/17,Rpoppler,PDF Tools Based on Poppler
4/18/17,TSGSIS,Two Stage-Grouped Sure Independence Screening
4/18/17,uqr,Unconditional Quantile Regression
4/18/17,WLreg,Regression Analysis Based on Win Loss Endpoints
4/17/17,largeList,Serialization Interface for Large List Objects
4/16/17,mro,Multiple Correlation
4/16/17,rotationForest,Fit and Deploy Rotation Forest Models
4/16/17,splancs,Spatial and Space-Time Point Pattern Analysis
4/15/17,captr,Client for the Captricity API
4/15/17,complexity,Calculate the Proportion of Permutations in Line with an Informative Hypothesis
4/15/17,tseriesEntropy,Entropy Based Analysis and Tests for Time Series
4/14/17,nortestARMA,Neyman Smooth Tests of Normality for the Errors of ARMA Models
4/14/17,scidb,An R Interface to SciDB
4/14/17,StatPerMeCo,Statistical Performance Measures to Evaluate Covariance Matrix Estimates
4/14/17,thankr,Find Out Who Maintains the Packages you Use
4/13/17,DAISIE,"Dynamical Assembly of Islands by Speciation, Immigration and Extinction"
4/13/17,fitbitScraper,Scrapes Data from Fitbit
4/13/17,fpest,Estimating Finite Population Total
4/13/17,R2ucare,Goodness-of-Fit Tests for Capture-Recapture Models
4/13/17,Tnseq,Identification of Conditionally Essential Genes in Transposon Sequencing Studies
4/13/17,tubern,R Client for the YouTube Analytics and Reporting API
4/12/17,ANOM,Analysis of Means
4/12/17,clarifai,Access to Clarifai API
4/12/17,CompQuadForm,Distribution Function of Quadratic Forms in Normal Variables
4/12/17,marcher,Migration and Range Change Estimation in R
4/12/17,optrcdmaeAT,Optimal Row-Column Designs for Two-Colour cDNA Microarray Experiments
4/12/17,OSMscale,Add a Scale Bar to 'OpenStreetMap' Plots
4/11/17,GADAG,A Genetic Algorithm for Learning Directed Acyclic Graphs
4/10/17,D3GB,Interactive Genome Browser with R
4/10/17,lspline,Linear Splines with Convenient Parametrisations
4/10/17,partools,Tools for the 'Parallel' Package
4/10/17,tlm,"Effects under Linear, Logistic and Poisson Regression Models with Transformed Variables"
4/9/17,Grace,Graph-Constrained Estimation and Hypothesis Tests
4/9/17,qdapRegex,"Regular Expression Removal, Extraction, and Replacement Tools"
4/9/17,simpleRCache,Simple R Cache
4/9/17,skeletor,An R Package Skeleton Generator
4/9/17,tpAUC,"Estimation and Inference of Two-Way pAUC, pAUC and pODC"
4/7/17,duckduckr,Simple Client for the DuckDuckGo Instant Answer API
4/7/17,IMTest,Information Matrix Test for Generalized Partial Credit Models
4/7/17,IRTShiny,Item Response Theory via Shiny
4/7/17,lavaan.shiny,Latent Variable Analysis with Shiny
4/7/17,micEconIndex,Price and Quantity Indices
4/7/17,secure,Sequential Co-Sparse Factor Regression
4/6/17,classifierplots,Generates a Visualization of Classifier Performance as a Grid of Diagnostic Plots
4/6/17,CoFRA,Complete Functional Regulation Analysis
4/6/17,eshrink,Shrinkage for Effect Estimation
4/6/17,fit.models,Compare Fitted Models
4/6/17,mmod,Modern Measures of Population Differentiation
4/6/17,zfa,Zoom-Focus Algorithm
4/5/17,jetset,One-to-One Gene-Probeset Mapping for Affymetrix Human Microarrays
4/5/17,stablespec,Stable Specification Search in Structural Equation Models
4/4/17,diveRsity,"A Comprehensive, General Purpose Population Genetics Analysis Package"
4/4/17,HYRISK,Hybrid Methods for Addressing Uncertainty in RISK Assessments
4/4/17,LassoBacktracking,Modelling Interactions in High-Dimensional Data with Backtracking
4/4/17,sensitivityfull,Sensitivity Analysis for Full Matching in Observational Studies
4/4/17,TSMN,Truncated Scale Mixtures of Normal Distributions
4/3/17,afmToolkit,Functions for Atomic Force Microscope Force-Distance Curves Analysis
4/3/17,downsize,A Tool to Downsize Large Workflows for Testing
4/3/17,FSInteract,Fast Searches for Interactions
4/3/17,groupsubsetselection,Group Subset Selection
4/3/17,nlshelper,Convenient Functions for Non-Linear Regression
4/3/17,RCEIM,R Cross Entropy Inspired Method for Optimization
4/3/17,RPtests,Goodness of Fit Tests for High-Dimensional Linear Regression Models
4/3/17,RsimMosaic,R Simple Image Mosaic Creation Library
4/3/17,vesselr,Gradient and Vesselness Tools for Arrays and NIfTI Images
4/3/17,xyz,The 'xyz' Algorithm for Fast Interaction Search in High-Dimensional Data
4/2/17,medicare,Tools for Obtaining and Cleaning Medicare Public Use Files
4/2/17,miscor,Miscellaneous Functions for the Correlation Coefficient
4/1/17,corpcor,Efficient Estimation of Covariance and (Partial) Correlation
4/1/17,grapes,Make Binary Operators
4/1/17,InterfaceqPCR,GUI to Analyse qPCR Results after PMA Treatment or not
4/1/17,sss,Tools for Importing Files in the Triple-s (Standard Survey Structure) Format
3/31/17,focusedMDS,"Focused, Interactive Multidimensional Scaling"
3/31/17,lava.tobit,Latent Variable Models with Censored and Binary Outcomes
3/31/17,PCGSE,Principal Component Gene Set Enrichment
3/30/17,optim.functions,Standard Benchmark Optimization Functions
3/30/17,smnet,Smoothing for Stream Network Data
3/30/17,sodium,A Modern and Easy-to-Use Crypto Library
3/29/17,BLModel,Black-Litterman Posterior Distribution
3/29/17,care,High-Dimensional Regression and CAR Score Variable Selection
3/29/17,fam2r,From 'Familias' to R
3/29/17,metavcov,Variance-Covariance Matrix for Multivariate Meta-Analysis
3/29/17,moezipfR,Marshall-Olkin Extended Zipf
3/29/17,odeintr,C++ ODE Solvers Compiled on-Demand
3/29/17,tilegramsR,R Spatial Data for Tilegrams
3/29/17,tsqn,Applications of the Qn Estimator to Time Series (Univariate and Multivariate)
3/28/17,itan,Item Analysis for Multiple Choice Tests
3/28/17,mmeta,Multivariate Meta-Analysis
3/28/17,sejmRP,An Information About Deputies and Votings in Polish Diet from Seventh to Eighth Term of Office
3/28/17,XBRL,Extraction of Business Financial Information from 'XBRL' Documents
3/27/17,dc3net,Inferring Condition-Specific Networks via Differential Network Inference
3/27/17,pooh,Partial Orders and Relations
3/27/17,ump,Uniformly Most Powerful Tests
3/26/17,aster2,Aster Models
3/26/17,frair,Tools for Functional Response Analysis
3/26/17,gems,Generalized Multistate Simulation Model
3/26/17,MVLM,Multivariate Linear Model with Analytic p-Values
3/25/17,fftwtools,"Wrapper for 'FFTW3' Includes: One-Dimensional Univariate, One-Dimensional Multivariate, and Two-Dimensional Transform"
3/25/17,slimrec,Sparse Linear Method to Predict Ratings and Top-N Recommendations
3/24/17,bkmr,Bayesian Kernel Machine Regression
3/24/17,docstring,Provides Docstring Capabilities to R Functions
3/24/17,PCFAM,Computation of Ancestry Scores with Mixed Families and Unrelated Individuals
3/24/17,PortfolioEffectHFT,High Frequency Portfolio Analytics by PortfolioEffect
3/24/17,rriskDistributions,Fitting Distributions to Given Data or Known Quantiles
3/23/17,affluenceIndex,Affluence Indices
3/23/17,diverse,Diversity Measures for Complex Systems
3/22/17,CVR,Canonical Variate Regression
3/22/17,neuropsychology,"Toolbox for Psychologists, Neuropsychologists and Neuroscientists"
3/22/17,pathmapping,Compute Deviation and Correspondence Between Spatial Paths
3/22/17,vipor,Plot Categorical Data Using Quasirandom Noise and Density Estimates
3/21/17,addhazard,Fit Additive Hazards Models for Survival Analysis
3/21/17,averisk,Calculation of Average Population Attributable Fractions and Confidence Intervals
3/21/17,ega,Error Grid Analysis
3/21/17,FMC,Factorial Experiments with Minimum Level Changes
3/21/17,orgutils,Helper Functions for Org Files
3/21/17,rnaturalearth,World Map Data from Natural Earth
3/21/17,rolr,Finding Optimal Three-Group Splits Based on a Survival Outcome
3/20/17,disposables,Create Disposable R Packages for Testing
3/20/17,evclass,Evidential Distance-Based Classification
3/20/17,LW1949,An Automated Approach to Evaluating Dose-Effect Experiments Following Litchfield and Wilcoxon (1949)
3/20/17,Rvoterdistance,Calculates the Distance Between Voter and Multiple Polling Locations
3/20/17,sadists,Some Additional Distributions
3/19/17,fasteraster,Raster Image Processing and Vector Recognition
3/19/17,shinyShortcut,Creates an Executable Shortcut for Shiny Applications
3/18/17,networkD3,D3 JavaScript Network Graphs from R
3/18/17,OSCV,One-Sided Cross-Validation
3/18/17,PDQutils,"PDQ Functions via Gram Charlier, Edgeworth, and Cornish Fisher Approximations"
3/17/17,adhoc,Calculate Ad Hoc Distance Thresholds for DNA Barcoding Identification
3/17/17,chemometrics,Multivariate Statistical Analysis in Chemometrics
3/16/17,BCSub,A Bayesian Semiparametric Factor Analysis Model for Subtype Identification (Clustering)
3/16/17,cir,Centered Isotonic Regression and Dose-Response Utilities
3/16/17,CNull,Fast Algorithms for Frequency-Preserving Null Models in Ecology
3/16/17,FlexDir,Tools to Work with the Flexible Dirichlet Distribution
3/16/17,micEcon,Microeconomic Analysis and Modelling
3/16/17,micEconAids,Demand Analysis with the Almost Ideal Demand System (AIDS)
3/16/17,qqman,Q-Q and Manhattan Plots for GWAS Data
3/16/17,rolypoly,Identifying Trait-Relevant Functional Annotations
3/15/17,dynaTree,Dynamic Trees for Learning and Design
3/15/17,fuzzyRankTests,Fuzzy Rank Tests and Confidence Intervals
3/15/17,gee4,Generalised Estimating Equations (GEE/WGEE) using 'Armadillo' and S4
3/14/17,clusternomics,Integrative Clustering for Heterogeneous Biomedical Datasets
3/14/17,gatepoints,Easily Gate or Select Points on a Scatter Plot
3/14/17,linbin,Binning and Plotting of Linearly Referenced Data
3/14/17,outreg,Regression Table for Publication
3/14/17,simboot,Simultaneous Inference for Diversity Indices
3/13/17,ABCanalysis,Computed ABC Analysis
3/13/17,radmixture,Calculate Population Stratification
3/13/17,revealjs,R Markdown Format for 'reveal.js' Presentations
3/12/17,hydrogeo,Groundwater Data Presentation and Interpretation
3/11/17,stratification,Univariate Stratification of Survey Populations
3/10/17,BBmisc,Miscellaneous Helper Functions for B. Bischl
3/10/17,DREGAR,Regularized Estimation of Dynamic Linear Regression in the Presence of Autocorrelated Residuals (DREGAR)
3/10/17,SigOptR,R API Wrapper for SigOpt
3/9/17,DAAGbio,"Data Sets and Functions, for Demonstrations with Expression Arrays and Gene Sequences"
3/9/17,emon,Tools for Environmental and Ecological Survey Design
3/9/17,gnumeric,Read Data from Files Readable by 'gnumeric'
3/9/17,iSDM,Invasive Species Distribution Modelling
3/9/17,SymTS,Symmetric Tempered Stable Distributions
3/9/17,Ultimixt,Bayesian Analysis of Location-Scale Mixture Models using a Weakly Informative Prior
3/9/17,VertexSort,Network Hierarchical Structure and Randomization
3/8/17,BCellMA,B Cell Receptor Somatic Hyper Mutation Analysis
3/8/17,binomSamSize,Confidence Intervals and Sample Size Determination for a Binomial Proportion under Simple Random Sampling and Pooled Sampling
3/8/17,CatEncoders,Encoders for Categorical Variables
3/8/17,MBA,Multilevel B-Spline Approximation
3/8/17,NHLData,Scores for Every Season Since the Founding of the NHL in 1917
3/8/17,prop.comb.RR,Analyzing Combination of Proportions and Relative Risk
3/8/17,readOffice,Read Text Out of Modern Office Files
3/8/17,STMedianPolish,Spatio-Temporal Median Polish
3/7/17,ALSM,Companion to Applied Linear Statistical Models
3/7/17,cpr,Control Polygon Reduction
3/7/17,otinference,Inference for Optimal Transport
3/7/17,remindR,"Insert and Extract ""Reminders"" from Function Comments"
3/7/17,rkt,"Mann-Kendall Test, Seasonal and Regional Kendall Tests"
3/6/17,DySeq,Functions for Dyadic Sequence Analyses
3/6/17,gt4ireval,Generalizability Theory for Information Retrieval Evaluation
3/6/17,mc2d,Tools for Two-Dimensional Monte-Carlo Simulations
3/6/17,MLID,Multilevel Index of Dissimilarity
3/6/17,twilio,An Interface to the Twilio API for R
3/5/17,VarED,Variance Estimation using Difference-Based Methods
3/4/17,CPsurv,Nonparametric Change Point Estimation for Survival Data
3/4/17,SubgrpID,Patient Subgroup Identification for Clinical Drug Development
3/3/17,cghRA,Array CGH Data Analysis and Visualization
3/3/17,Demerelate,Functions to Calculate Relatedness on Diploid Genetic Data
3/3/17,Dpit,Distribution Pitting
3/3/17,MDPtoolbox,Markov Decision Processes Toolbox
3/2/17,cropdatape,Open Data of Agricultural Production of Crops of Peru
3/2/17,DiversityOccupancy,Building Diversity Models from Multiple Species Occupancy Models
3/2/17,erp.easy,Event-Related Potential (ERP) Data Exploration Made Easy
3/2/17,isa2,The Iterative Signature Algorithm
3/2/17,maxstat,Maximally Selected Rank Statistics
3/2/17,sand,Statistical Analysis of Network Data with R
3/2/17,WPKDE,Weighted Piecewise Kernel Density Estimation
3/1/17,dotenv,Load Environment Variables from '.env'
3/1/17,pssm,Piecewise Exponential Model for Time to Progression and Time from Progression to Death
3/1/17,R4CouchDB,A R Convenience Layer for CouchDB 2.0
2/28/17,DiffNet,Detection of Statistically Significant Changes in Complex Biological Networks
2/28/17,GLDreg,Fit GLD Regression Model and GLD Quantile Regression Model to Empirical Data
2/28/17,operator.tools,Utilities for Working with R's Operators
2/28/17,rcc,Parametric Bootstrapping to Control Rank Conditional Coverage
2/28/17,RPMM,Recursively Partitioned Mixture Model
2/27/17,diffr,Display Differences Between Two Files using Codediff Library
2/27/17,dirmcmc,Directional Metropolis Hastings Algorithm
2/27/17,fontHind,Additional 'ggplot2' Themes Using 'Hind' Fonts
2/27/17,fontMPlus,Additional 'ggplot2' Themes Using 'M+' Fonts
2/27/17,gbts,Hyperparameter Search for Gradient Boosted Trees
2/27/17,leafletCN,An R Gallery for China and Other Geojson Choropleth Map in Leaflet
2/27/17,misreport,Statistical Analysis of Misreporting on Sensitive Survey Questions
2/27/17,qap,Heuristics for the Quadratic Assignment Problem (QAP)
2/26/17,AWR.Kinesis,Amazon 'Kinesis' Consumer Application for Stream Processing
2/26/17,IDPSurvival,Imprecise Dirichlet Process for Survival Analysis
2/25/17,betacal,Beta Calibration
2/25/17,recexcavAAR,3D Reconstruction of Archaeological Excavations
2/24/17,ccafs,Client for 'CCAFS' 'GCM' Data
2/24/17,europop,"Historical Populations of European Cities, 1500-1800"
2/24/17,falconx,Finding Allele-Specific Copy Number in Whole-Exome Sequencing Data
2/24/17,hasseDiagram,Drawing Hasse Diagram
2/24/17,miscset,Miscellaneous Tools Set
2/24/17,som.nn,Topological k-NN Classifier Based on Self-Organising Maps
2/24/17,TAR,Bayesian Modeling of Autoregressive Threshold Time Series Models
2/23/17,EnviroPRA,Environmental Probabilistic Risk Assessment Tools
2/23/17,GsymPoint,"Estimation of the Generalized Symmetry Point, an Optimal Cutpoint in Continuous Diagnostic Tests"
2/23/17,InvasionCorrection,Invasion Correction
2/23/17,naptime,A Flexible and Robust Sys.sleep() Replacement
2/23/17,prefeR,R Package for Pairwise Preference Elicitation
2/23/17,robustarima,Robust ARIMA Modeling
2/22/17,BayesSpec,Bayesian Spectral Analysis Techniques
2/22/17,BCC1997,Calculation of Option Prices Based on a Universal Solution
2/22/17,bsearchtools,Binary Search Tools
2/22/17,choroplethrAdmin1,Contains an Administrative-Level-1 Map of the World
2/22/17,DecorateR,Fit and Deploy DECORATE Trees
2/22/17,idendr0,Interactive Dendrograms
2/22/17,Mangrove,Risk Prediction on Trees
2/21/17,lclGWAS,Efficient Estimation of Discrete-Time Multivariate Frailty Model Using Exact Likelihood Function for Grouped Survival Data
2/21/17,mle.tools,Expected/Observed Fisher Information and Bias-Corrected Maximum Likelihood Estimate(s)
2/21/17,rnaturalearthdata,World Vector Map Data from Natural Earth Used in 'rnaturalearth'
2/21/17,stdvectors,C++ Standard Library Vectors in R
2/20/17,AWR.KMS,A Simple Client to the 'AWS' Key Management Service
2/20/17,CEoptim,Cross-Entropy R Package for Optimization
2/20/17,colorr,"Color Palettes for EPL, MLB, NBA, NHL, and NFL Teams"
2/20/17,genemodel,Gene Model Plotting in R
2/20/17,GSparO,Group Sparse Optimization
2/20/17,OxyBS,Processing of Oxy-Bisulfite Microarray Data
2/20/17,pawacc,Physical Activity with Accelerometers
2/20/17,survRM2,Comparing Restricted Mean Survival Time
2/20/17,W3CMarkupValidator,R Interface to W3C Markup Validation Services
2/18/17,helsinki,R Tools for Helsinki Open Data
2/18/17,mixtox,Curve Fitting and Mixture Toxicity Assessment
2/17/17,BDWreg,Bayesian Inference for Discrete Weibull Regression
2/17/17,educineq,Compute and Decompose Inequality in Education
2/17/17,EMMLi,A Maximum Likelihood Approach to the Analysis of Modularity
2/17/17,keyringr,"Decrypt Passwords from Gnome Keyring, Windows Data Protection API and macOS Keychain"
2/17/17,riverplot,Sankey or Ribbon Plots
2/16/17,hqreg,Regularization Paths for Lasso or Elastic-Net Penalized Huber Loss Regression and Quantile Regression
2/16/17,mdscore,Improved Score Tests for Generalized Linear Models
2/16/17,ridigbio,Interface to the iDigBio Data API
2/16/17,rope,Model Selection with FDR Control of Selected Variables
2/16/17,spdownscale,Spatial Downscaling Using Bias Correction Approach
2/15/17,ggalt,"Extra Coordinate Systems, 'Geoms', Statistical Transformations, Scales and Fonts for 'ggplot2'"
2/15/17,warpMix,Mixed Effects Modeling with Warping for Functional Data Using B-Spline
2/14/17,dgodata,Data for the 'dgo' Package
2/14/17,paperplanes,Distance Recordings from a Paper Plane Folding/Flying Experiment
2/13/17,cope,Coverage Probability Excursion (CoPE) Sets
2/13/17,LiblineaR,Linear Predictive Models Based on the 'LIBLINEAR' C/C++ Library
2/12/17,dynBiplotGUI,Full Interactive GUI for Dynamic Biplot in R
2/12/17,imputeMulti,Imputation Methods for Multivariate Multinomial Data
2/12/17,purge,Purge Training Data from Models
2/11/17,maxnet,Fitting 'Maxent' Species Distribution Models with 'glmnet'
2/11/17,RGENERATE,Tools to Generate Vector Time Series
2/11/17,StVAR,Student's t Vector Autoregression (StVAR)
2/9/17,optbdmaeAT,Optimal Block Designs for Two-Colour cDNA Microarray Experiments
2/9/17,seqMeta,Meta-Analysis of Region-Based Tests of Rare DNA Variants
2/8/17,BayesCombo,Bayesian Evidence Combination
2/8/17,FuzzyStatTra,Statistical Methods for Trapezoidal Fuzzy Numbers
2/7/17,arabicStemR,Arabic Stemmer for Text Analysis
2/7/17,pMineR,Processes Mining in Medicine
2/6/17,cbird,Clustering of Multivariate Binary Data with Dimension Reduction via L1-Regularized Likelihood Maximization
2/6/17,CompareTests,Correct for Verification Bias in Diagnostic Accuracy & Agreement
2/6/17,mdftracks,Read and Write 'MTrackJ Data Files'
2/6/17,QuantileGradeR,Quantile-Adjusted Restaurant Grading
2/6/17,samplingDataCRT,Sampling Data Within Different Study Designs for Cluster Randomized Trials
2/6/17,SMLoutliers,Outlier Detection Using Statistical and Machine Learning Methods
2/6/17,supportInt,Calculates Likelihood Support Intervals for Common Data Types
2/6/17,treebase,"Discovery, Access and Manipulation of 'TreeBASE' Phylogenies"
2/5/17,mbrglm,Median Bias Reduction in Binomial-Response GLMs
2/5/17,random,True Random Numbers using RANDOM.ORG
2/5/17,WikipediR,A MediaWiki API Wrapper
2/4/17,samplesizelogisticcasecontrol,Sample Size Calculations for Case-Control Studies
2/4/17,superheat,A Graphical Tool for Exploring Complex Datasets Using Heatmaps
2/3/17,PST,Probabilistic Suffix Trees and Variable Length Markov Chains
2/2/17,mpe,Multiple Primary Endpoints
2/2/17,powerAnalysis,Power Analysis in Experimental Design
2/2/17,readHAC,Read Acoustic HAC Format
2/1/17,demoKde,Kernel Density Estimation for Demonstration Purposes
2/1/17,EnsCat,Clustering of Categorical Data
2/1/17,fontBitstreamVera,Fonts with 'Bitstream Vera Fonts' License
2/1/17,fontquiver,Set of Installed Fonts
2/1/17,ShinyTester,Functions to Minimize Bonehead Moves While Working with 'shiny'
2/1/17,sonify,Data Sonification - Turning Data into Sound
2/1/17,ssmsn,Scale-Shape Mixtures of Skew-Normal Distributions
1/31/17,blendedLink,A New Link Function that Blends Two Specified Link Functions
1/31/17,choroplethrMaps,Contains Maps Used by the 'choroplethr' Package
1/31/17,edstan,Stan Models for Item Response Theory
1/31/17,iBST,Improper Bagging Survival Tree
1/30/17,bunchr,Analyze Bunching in a Kink or Notch Setting
1/30/17,flood,Statistical Methods for the (Regional) Analysis of Flood Frequency
1/30/17,gunsales,Statistical Analysis of Monthly Background Checks of Gun Purchases
1/29/17,observer,Observe and Check your Data
1/29/17,TTCA,Transcript Time Course Analysis
1/28/17,alphabetr,Algorithms for High-Throughput Sequencing of Antigen-Specific T Cells
1/28/17,fastmatch,Fast match() function
1/28/17,gbp,A Bin Packing Problem Solver
1/28/17,iosmooth,Functions for Smoothing with Infinite Order Flat-Top Kernels
1/28/17,tracer,Slick Call Stacks
1/27/17,bayesQR,Bayesian Quantile Regression
1/27/17,cooccurNet,Co-Occurrence Network
1/27/17,landsat8,"Landsat 8 Imagery Rescaled to Reflectance, Radiance and/or Temperature"
1/27/17,sparsestep,SparseStep Regression
1/26/17,BayesPieceHazSelect,Variable Selection in a Hierarchical Bayesian Model for a Hazard Function
1/26/17,BiSEp,Toolkit to Identify Candidate Synthetic Lethality
1/26/17,eclust,Environment Based Clustering for Interpretable Predictive Models in High Dimensional Data
1/26/17,nparsurv,"Nonparametric Tests for Main Effects, Simple Effects and Interaction Effect in a Factorial Design with Censored Data"
1/26/17,Rcereal,C++11 Header Files for 'cereal'
1/24/17,givitiR,The GiViTI Calibration Test and Belt
1/24/17,mutSignatures,Decipher Mutational Signatures from Somatic Mutational Catalogs
1/24/17,NORMA,Builds General Noise SVRs
1/24/17,rKIN,(Kernel) Isotope Niche Estimation
1/24/17,simpleSetup,Set Up R Source Code Files for Use on Multiple Machines
1/23/17,chi2x3way,Partitioning Chi-Squared and Tau Index for Three-Way Contingency Tables
1/23/17,errint,Builds Error Intervals
1/23/17,skm,Selective k-Means
1/22/17,ALDqr,Quantile Regression Using Asymmetric Laplace Distribution
1/22/17,ICV,Indirect Cross-Validation (ICV) for Kernel Density Estimation
1/22/17,intrval,Relational Operators for Intervals
1/22/17,kpcalg,Kernel PC Algorithm for Causal Structure Detection
1/22/17,SOFIA,Making Sophisticated and Aesthetical Figures in R
1/22/17,teda,An Implementation of the Typicality and Eccentricity Data Analysis Framework
1/21/17,chords,Estimation in Respondent Driven Samples
1/20/17,testforDEP,Dependence Tests for Two Variables
1/19/17,bytescircle,Statistics About Bytes Contained in a File as a Circle Plot
1/19/17,rUnemploymentData,Data and Functions for USA State and County Unemployment Data
1/17/17,bayesianETAS,Bayesian Estimation of the ETAS Model for Earthquake Occurrences
1/17/17,cclust,Convex Clustering Methods and Clustering Indexes
1/17/17,rCAT,Conservation Assessment Tools
1/17/17,rorutadis,Robust Ordinal Regression UTADIS
1/16/17,cumstats,Cumulative Descriptive Statistics
1/16/17,peakRAM,Monitor the Total and Peak RAM Used by an Expression or Function
1/15/17,maxmatching,Maximum Matching for General Weighted Graph
1/15/17,mhsmm,Inference for Hidden Markov and Semi-Markov Models
1/15/17,PoSI,Valid Post-Selection Inference for Linear LS Regression
1/14/17,dfphase1,Phase I Control Charts (with Emphasis on Distribution-Free Methods)
1/14/17,InfiniumPurify,Estimate and Account for Tumor Purity in Cancer Methylation Data Analysis
1/14/17,isva,Independent Surrogate Variable Analysis
1/14/17,marima,Multivariate ARIMA and ARIMA-X Analysis
1/14/17,PhyloMeasures,Fast and Exact Algorithms for Computing Phylogenetic Biodiversity Measures
1/13/17,GeneClusterNet,Gene Expression Clustering and Gene Network
1/13/17,GORCure,Fit Generalized Odds Rate Mixture Cure Model with Interval Censored Data
1/13/17,ICGOR,Fit Generalized Odds Rate Hazards Model with Interval Censored Data
1/13/17,SADEG,Stability Analysis in Differentially Expressed Genes
1/13/17,sparkwarc,Load WARC Files into Apache Spark
1/13/17,TRADER,Tree Ring Analysis of Disturbance Events in R
1/12/17,EBrank,Empirical Bayes Ranking
1/12/17,RChronoModel,Post-Processing of the Markov Chain Simulated by ChronoModel or Oxcal
1/12/17,rld,Analyze and Design Repeated Low-Dose Challenge Experiments
1/11/17,esmisc,Misc Functions of Eduard Szöcs
1/11/17,QRank,A Novel Quantile Regression Approach for eQTL Discovery
1/11/17,RND,Risk Neutral Density Extraction Package
1/10/17,SAVE,"Bayesian Emulation, Calibration and Validation of Computer Models"
1/10/17,USGSstates2k,Replaced by 'states2k' – United States of America Map with the NAD 1983 Albers Projection
1/10/17,VGAMdata,Data Supporting the 'VGAM' Package
1/9/17,BoolFilter,Optimal Estimation of Partially Observed Boolean Dynamical Systems
1/9/17,dismo,Species Distribution Modeling
1/9/17,npmv,Nonparametric Comparison of Multivariate Samples
1/9/17,rjsonapi,Consumer for APIs that Follow the JSON API Specification
1/9/17,speedglm,Fitting Linear and Generalized Linear Models to Large Data Sets
1/8/17,lowmemtkmeans,Low Memory Use Trimmed K-Means
1/7/17,MAMSE,Calculation of Minimum Averaged Mean Squared Error (MAMSE) Weights
1/7/17,panelaggregation,Aggregate Longitudinal Survey Data
1/7/17,sysid,System Identification in R
1/7/17,waffle,Create Waffle Chart Visualizations in R
1/6/17,DFIT,Differential Functioning of Items and Tests
1/6/17,fabCI,FAB Confidence Intervals
1/6/17,ltxsparklines,Lightweight Sparklines for a LaTeX Document
1/6/17,pamctdp,Principal Axes Methods for Contingency Tables with Partition Structures on Rows and Columns
1/6/17,Plasmidprofiler,Visualization of Plasmid Profile Results
1/6/17,semver,'Semantic Versioning V2.0.0' Parser
1/5/17,crisp,Fits a Model that Partitions the Covariate Space into Blocks in a Data- Adaptive Way
1/5/17,FixSeqMTP,Fixed Sequence Multiple Testing Procedures
1/5/17,hail,Read HYDRA Rainfall Data
1/5/17,MRCE,Multivariate Regression with Covariance Estimation
1/5/17,partDSA,"Partitioning Using Deletion, Substitution, and Addition Moves"
1/5/17,requireR,R Source Code Modularizer
1/5/17,RWinEdt,R Interface to 'WinEdt'
1/5/17,TBSSurvival,Survival Analysis using a Transform-Both-Sides Model
1/4/17,BayesPiecewiseICAR,Hierarchical Bayesian Model for a Hazard Function
1/4/17,dSVA,Direct Surrogate Variable Analysis
1/4/17,minimalRSD,Minimally Changed CCD and BBD
1/4/17,pwt8,Penn World Table (Version 8.x)
1/4/17,Redmonder,Microsoft(r)-Inspired Color Palettes
1/4/17,treemap,Treemap Visualization
1/4/17,tsdecomp,Decomposition of Time Series Data
1/4/17,TSeriesMMA,Multiscale Multifractal Analysis of Time Series Data
1/3/17,colr,Functions to Select and Rename Data
1/3/17,openadds,Client to Access 'Openaddresses' Data
1/3/17,QCAtools,Helper Functions for QCA in R
1/3/17,reader,Suite of Functions to Flexibly Read Data from Files
1/3/17,rebus.unicode,Unicode Extensions for the 'rebus' Package
1/1/17,abundant,High-Dimensional Principal Fitted Components and Abundant Regression
1/1/17,awsjavasdk,Boilerplate R Access to the Amazon Web Services ('AWS') Java SDK
12/31/16,assertive,Readable Check Functions to Ensure Code Integrity
12/31/16,censys,Tools to Query the 'Censys' API
12/31/16,futureheatwaves,"Find, Characterize, and Explore Extreme Events in Climate Projections"
12/31/16,hds,Hazard Discrimination Summary
12/31/16,likert,Analysis and Visualization Likert Items
12/30/16,assertive.base,A Lightweight Core of the 'assertive' Package
12/30/16,assertive.properties,Assertions to Check Properties of Variables
12/30/16,assertive.reflection,Assertions for Checking the State of R
12/30/16,assertive.sets,Assertions to Check Properties of Sets
12/30/16,assertive.types,Assertions to Check Types of Variables
12/30/16,bootruin,A Bootstrap Test for the Probability of Ruin in the Classical Risk Process
12/30/16,finiteruinprob,Computation of the Probability of Ruin Within a Finite Time Horizon
12/30/16,GCPM,Generalized Credit Portfolio Model
12/30/16,uniah,Unimodal Additive Hazards Model
